"ID";"WijkenEnBuurten";"Gemeentenaam_1";"AantalInwoners_5";"Mannen_6";"Vrouwen_7";"k_0Tot15Jaar_8";"k_15Tot25Jaar_9";"k_25Tot45Jaar_10";"k_45Tot65Jaar_11";"k_65JaarOfOuder_12";"Bevolkingsdichtheid_33";"GemiddeldInkomenPerInwoner_66";"MeestVoorkomendePostcode_103"
"15154";"GM0289    ";"Wageningen                              ";"   38412";"   18463";"   19949";"    4827";"    8612";"   10191";"    8652";"    6130";"    1263";"    23.9";"         ."
"15155";"WK028901  ";"Wageningen                              ";"    4725";"    2340";"    2385";"     850";"     810";"    1010";"    1630";"     440";"    5463";"    28.1";"         ."
"15156";"BU02890101";"Wageningen                              ";"    1300";"     660";"     640";"     290";"     185";"     270";"     495";"      65";"    7480";"       .";"      6708"
"15157";"BU02890102";"Wageningen                              ";"    2310";"    1130";"    1175";"     360";"     505";"     500";"     715";"     235";"    7311";"       .";"      6708"
"15158";"BU02890103";"Wageningen                              ";"    1115";"     550";"     565";"     200";"     120";"     240";"     425";"     140";"    5809";"       .";"      6708"
"15159";"BU02890104";"Wageningen                              ";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       0";"       .";"       .";"      6708"
"15160";"WK028902  ";"Wageningen                              ";"    2480";"    1135";"    1345";"      20";"    1350";"    1080";"      35";"       5";"    2062";"       .";"         ."
"15161";"BU02890201";"Wageningen                              ";"     775";"     320";"     450";"      15";"     445";"     300";"      20";"       5";"     831";"       .";"      6708"
"15162";"BU02890202";"Wageningen                              ";"    1705";"     810";"     890";"       5";"     910";"     785";"      15";"       0";"    6336";"       .";"      6708"
"15163";"WK028903  ";"Wageningen                              ";"    2750";"    1345";"    1405";"     420";"     315";"     635";"     845";"     545";"    5120";"    28.3";"         ."
"15164";"BU02890301";"Wageningen                              ";"    1800";"     885";"     915";"     320";"     210";"     405";"     585";"     295";"    6193";"       .";"      6708"
"15165";"BU02890302";"Wageningen                              ";"     945";"     460";"     485";"     100";"     110";"     230";"     265";"     255";"    3850";"       .";"      6708"
"15166";"WK028904  ";"Wageningen                              ";"    2085";"    1025";"    1060";"     410";"     265";"     495";"     565";"     365";"    6793";"       .";"         ."
"15167";"BU02890401";"Wageningen                              ";"    1265";"     630";"     635";"     225";"     160";"     335";"     345";"     215";"    6947";"       .";"      6708"
"15168";"BU02890402";"Wageningen                              ";"     815";"     390";"     420";"     185";"     110";"     160";"     220";"     150";"    6567";"       .";"      6708"
"15169";"WK028905  ";"Wageningen                              ";"    3170";"    1450";"    1720";"     380";"    1505";"    1105";"     165";"      35";"    4684";"    15.7";"         ."
"15170";"BU02890501";"Wageningen                              ";"      80";"      35";"      40";"       0";"      45";"      40";"       0";"       0";"     434";"       .";"      6709"
"15171";"BU02890502";"Wageningen                              ";"    1175";"     575";"     600";"     375";"     145";"     500";"     155";"      15";"    4038";"       .";"      6709"
"15172";"BU02890503";"Wageningen                              ";"    1545";"     665";"     875";"       5";"    1085";"     460";"       5";"       0";"   20131";"       .";"      6709"
